row,col,learned_sigma
0,0,0.3944516844216417
1,0,0.3505114935622087
2,0,0.3505114935622087
3,0,0.3505114935622087
4,0,0.3505114935622087
5,0,0.39006278494711805
6,0,0.3505114935622087
7,0,0.3505114935622087
8,0,0.3505114935622087
9,0,0.3505114935622087
10,0,0.3505114935622087
11,0,0.3819288229559855
12,0,0.3497847127620646
13,0,0.3497847127620646
14,0,0.3497847127620646
15,0,0.3497847127620646
16,0,0.3497847127620646
17,0,0.3735243334986318
18,0,0.3497847127620646
19,0,0.3735243334986318
20,0,0.3735243334986318
21,0,0.3735243334986318
22,0,0.3497847127620646
23,0,0.3735243334986318
24,0,0.3735243334986318
25,0,0.3497847127620646
26,0,0.3497847127620646
27,0,0.3497847127620646
28,0,0.3497847127620646
29,0,0.3497847127620646
30,0,0.3497847127620646
31,0,0.3735243334986318
32,0,0.3497847127620646
33,0,0.3497847127620646
34,0,0.3497847127620646
35,0,0.3735243334986318
36,0,0.3735243334986318
37,0,0.3735243334986318
38,0,0.3735243334986318
39,0,0.3735243334986318
40,0,0.3735243334986318
41,0,0.3497847127620646
42,0,0.3497847127620646
43,0,0.3735243334986318
44,0,0.3735243334986318
45,0,0.3735243334986318
46,0,0.3735243334986318
47,0,0.3497847127620646
48,0,0.3497847127620646
49,0,0.3497847127620646
50,0,0.3735243334986318
51,0,0.3735243334986318
52,0,0.3735243334986318
53,0,0.3735243334986318
54,0,0.3735243334986318
55,0,0.3497847127620646
56,0,0.3735243334986318
57,0,0.3497847127620646
58,0,0.3735243334986318
59,0,0.3735243334986318
60,0,0.3735243334986318
61,0,0.3735243334986318
62,0,0.3735243334986318
63,0,0.3735243334986318
64,0,0.3735243334986318
65,0,0.38493973999572806
66,0,0.38493973999572806
67,0,0.38493973999572806
68,0,0.38493973999572806
69,0,0.38493973999572806
70,0,0.38493973999572806
71,0,0.38493973999572806
72,0,0.38493973999572806
73,0,0.38493973999572806
74,0,0.38493973999572806
75,0,0.38493973999572806
76,0,0.38493973999572806
77,0,0.38493973999572806
78,0,0.38493973999572806
79,0,0.36904520014715037
80,0,0.38493973999572806
81,0,0.36904520014715037
82,0,0.38493973999572806
83,0,0.36904520014715037
84,0,0.36904520014715037
85,0,0.36904520014715037
86,0,0.36904520014715037
87,0,0.36904520014715037
88,0,0.3497847127620646
89,0,0.38493973999572806
90,0,0.3497847127620646
91,0,0.3735243334986318
92,0,0.3497847127620646
93,0,0.3497847127620646
94,0,0.3735243334986318
95,0,0.3497847127620646
96,0,0.3497847127620646
97,0,0.3735243334986318
98,0,0.3735243334986318
99,0,0.3497847127620646
100,0,0.3735243334986318
101,0,0.3735243334986318
102,0,0.3735243334986318
103,0,0.3735243334986318
104,0,0.3497847127620646
105,0,0.3497847127620646
106,0,0.3497847127620646
107,0,0.3497847127620646
108,0,0.3497847127620646
109,0,0.3497847127620646
110,0,0.3497847127620646
111,0,0.3497847127620646
112,0,0.3497847127620646
113,0,0.3735243334986318
114,0,0.3497847127620646
115,0,0.3735243334986318
116,0,0.3735243334986318
117,0,0.3735243334986318
118,0,0.3497847127620646
119,0,0.3735243334986318
120,0,0.3735243334986318
121,0,0.3497847127620646
122,0,0.3497847127620646
123,0,0.3735243334986318
124,0,0.3497847127620646
125,0,0.3497847127620646
126,0,0.3497847127620646
127,0,0.3348507573188992
128,0,0.33486822354545004
129,0,0.340917525878656
130,0,0.37218475851644184
131,0,0.37026859901275716
132,0,0.37026859901275716
133,0,0.37026859901275716
134,0,0.37026859901275716
135,0,0.37026859901275716
136,0,0.37026859901275716
137,0,0.3591780095920445
138,0,0.3591780095920445
139,0,0.34697664778082493
140,0,0.3509298702310519
141,0,0.3515477898300059
142,0,0.3412174208226628
143,0,0.3509298702310519
144,0,0.3358962428454895
145,0,0.3509298702310519
146,0,0.3509298702310519
147,0,0.3509298702310519
148,0,0.3509298702310519
149,0,0.3509298702310519
150,0,0.3927886193318469
151,0,0.3914198925042978
152,0,0.38991688472988995
153,0,0.39157664898484745
154,0,0.3738723144737601
155,0,0.3711030965035197
156,0,0.3711030965035197
157,0,0.3711030965035197
158,0,0.3711030965035197
159,0,0.3711030965035197
160,0,0.3711030965035197
161,0,0.3711030965035197
162,0,0.34371066246113413
163,0,0.3574299438584133
164,0,0.3574299438584133
165,0,0.3373182723501717
166,0,0.36779763386265985
167,0,0.34055176352189187
168,0,0.39202280076894175
169,0,0.33871530508048336
170,0,0.3374298040760291
171,0,0.3789497946347084
172,0,0.33871530508048336
173,0,0.33871530508048336
174,0,0.37685197310520724
175,0,0.33838099188377657
176,0,0.338321527095377
177,0,0.33826309070778093
178,0,0.341573861223756
179,0,0.37016421633119545
180,0,0.37016421633119545
181,0,0.37016421633119545
182,0,0.37016421633119545
183,0,0.37016421633119545
184,0,0.3349778145794685
185,0,0.36235022798040395
186,0,0.33715482297084404
187,0,0.35117652055280973
188,0,0.3528952105151005
189,0,0.3500017716800554
190,0,0.37746007313519814
191,0,0.3653063826773567
192,0,0.36094531637296823
193,0,0.3653063826773567
194,0,0.34995011942034093
195,0,0.3735571759759069
196,0,0.3477792814337867
197,0,0.3477792814337867
198,0,0.3740369747120984
