K,entropy,entropy_norm,csv_in,mu
1,1.0000889005818408e-12,0.9999999999999998,returnability_mu_sweep.csv,0.0
1,1.0000889005818408e-12,0.9999999999999998,returnability_mu_sweep.csv,0.25
1,1.0000889005818408e-12,0.9999999999999998,returnability_mu_sweep.csv,0.5
1,1.0000889005818408e-12,0.9999999999999998,returnability_mu_sweep.csv,1.0
1,1.0000889005818408e-12,0.9999999999999998,returnability_mu_sweep.csv,2.0
1,1.0000889005818408e-12,0.9999999999999998,returnability_mu_sweep.csv,3.0
