cell_id,row,col,center_x,center_z,covered,uncertainty
667,21,16,-7.0463482786254446,-11.832993293053043,0,0.8
668,21,17,-6.0463482786254446,-11.832993293053043,0,0.8
669,21,18,-5.0463482786254446,-11.832993293053043,0,0.8
670,21,19,-4.0463482786254446,-11.832993293053043,1,0.2
671,21,20,-3.046348278625445,-11.832993293053043,1,0.2
672,21,21,-2.046348278625445,-11.832993293053043,1,0.2
673,21,22,-1.0463482786254446,-11.832993293053043,1,0.2
674,21,23,-0.0463482786254445,-11.832993293053043,0,0.8
675,21,24,0.9536517213745554,-11.832993293053043,0,0.8
676,21,25,1.9536517213745557,-11.832993293053043,0,0.8
677,21,26,2.9536517213745554,-11.832993293053043,0,0.8
678,21,27,3.953651721374555,-11.832993293053043,0,0.8
679,21,28,4.9536517213745554,-11.832993293053043,0,0.8
680,21,29,5.9536517213745554,-11.832993293053043,0,0.8
681,21,30,6.9536517213745554,-11.832993293053043,0,0.8
682,22,0,-23.046348278625445,-10.832993293053043,0,0.8
683,22,1,-22.046348278625445,-10.832993293053043,0,0.8
684,22,2,-21.046348278625445,-10.832993293053043,0,0.8
685,22,3,-20.046348278625445,-10.832993293053043,0,0.8
686,22,4,-19.046348278625445,-10.832993293053043,0,0.8
687,22,5,-18.046348278625445,-10.832993293053043,0,0.8
688,22,6,-17.046348278625445,-10.832993293053043,0,0.8
689,22,7,-16.046348278625445,-10.832993293053043,0,0.8
690,22,8,-15.046348278625445,-10.832993293053043,0,0.8
691,22,9,-14.046348278625445,-10.832993293053043,0,0.8
692,22,10,-13.046348278625445,-10.832993293053043,0,0.8
693,22,11,-12.046348278625445,-10.832993293053043,0,0.8
694,22,12,-11.046348278625445,-10.832993293053043,0,0.8
695,22,13,-10.046348278625445,-10.832993293053043,0,0.8
696,22,14,-9.046348278625445,-10.832993293053043,0,0.8
697,22,15,-8.046348278625445,-10.832993293053043,0,0.8
698,22,16,-7.0463482786254446,-10.832993293053043,0,0.8
699,22,17,-6.0463482786254446,-10.832993293053043,0,0.8
700,22,18,-5.0463482786254446,-10.832993293053043,0,0.8
701,22,19,-4.0463482786254446,-10.832993293053043,1,0.2
702,22,20,-3.046348278625445,-10.832993293053043,1,0.2
703,22,21,-2.046348278625445,-10.832993293053043,1,0.2
704,22,22,-1.0463482786254446,-10.832993293053043,0,0.8
705,22,23,-0.0463482786254445,-10.832993293053043,0,0.8
706,22,24,0.9536517213745554,-10.832993293053043,0,0.8
707,22,25,1.9536517213745557,-10.832993293053043,0,0.8
708,22,26,2.9536517213745554,-10.832993293053043,0,0.8
709,22,27,3.953651721374555,-10.832993293053043,0,0.8
710,22,28,4.9536517213745554,-10.832993293053043,0,0.8
711,22,29,5.9536517213745554,-10.832993293053043,0,0.8
712,22,30,6.9536517213745554,-10.832993293053043,0,0.8
713,23,0,-23.046348278625445,-9.832993293053043,0,0.8
714,23,1,-22.046348278625445,-9.832993293053043,0,0.8
715,23,2,-21.046348278625445,-9.832993293053043,0,0.8
716,23,3,-20.046348278625445,-9.832993293053043,0,0.8
717,23,4,-19.046348278625445,-9.832993293053043,0,0.8
718,23,5,-18.046348278625445,-9.832993293053043,0,0.8
719,23,6,-17.046348278625445,-9.832993293053043,0,0.8
720,23,7,-16.046348278625445,-9.832993293053043,0,0.8
721,23,8,-15.046348278625445,-9.832993293053043,0,0.8
722,23,9,-14.046348278625445,-9.832993293053043,0,0.8
723,23,10,-13.046348278625445,-9.832993293053043,0,0.8
724,23,11,-12.046348278625445,-9.832993293053043,0,0.8
725,23,12,-11.046348278625445,-9.832993293053043,0,0.8
726,23,13,-10.046348278625445,-9.832993293053043,0,0.8
727,23,14,-9.046348278625445,-9.832993293053043,0,0.8
728,23,15,-8.046348278625445,-9.832993293053043,0,0.8
729,23,16,-7.0463482786254446,-9.832993293053043,0,0.8
730,23,17,-6.0463482786254446,-9.832993293053043,0,0.8
731,23,18,-5.0463482786254446,-9.832993293053043,0,0.8
732,23,19,-4.0463482786254446,-9.832993293053043,1,0.2
733,23,20,-3.046348278625445,-9.832993293053043,1,0.2
734,23,21,-2.046348278625445,-9.832993293053043,1,0.2
735,23,22,-1.0463482786254446,-9.832993293053043,1,0.2
736,23,23,-0.0463482786254445,-9.832993293053043,0,0.8
737,23,24,0.9536517213745554,-9.832993293053043,0,0.8
738,23,25,1.9536517213745557,-9.832993293053043,0,0.8
739,23,26,2.9536517213745554,-9.832993293053043,0,0.8
740,23,27,3.953651721374555,-9.832993293053043,0,0.8
741,23,28,4.9536517213745554,-9.832993293053043,0,0.8
742,23,29,5.9536517213745554,-9.832993293053043,0,0.8
743,23,30,6.9536517213745554,-9.832993293053043,0,0.8
744,24,0,-23.046348278625445,-8.832993293053043,0,0.8
745,24,1,-22.046348278625445,-8.832993293053043,0,0.8
746,24,2,-21.046348278625445,-8.832993293053043,0,0.8
747,24,3,-20.046348278625445,-8.832993293053043,0,0.8
748,24,4,-19.046348278625445,-8.832993293053043,0,0.8
749,24,5,-18.046348278625445,-8.832993293053043,0,0.8
750,24,6,-17.046348278625445,-8.832993293053043,0,0.8
751,24,7,-16.046348278625445,-8.832993293053043,0,0.8
752,24,8,-15.046348278625445,-8.832993293053043,0,0.8
753,24,9,-14.046348278625445,-8.832993293053043,0,0.8
754,24,10,-13.046348278625445,-8.832993293053043,0,0.8
755,24,11,-12.046348278625445,-8.832993293053043,0,0.8
756,24,12,-11.046348278625445,-8.832993293053043,0,0.8
757,24,13,-10.046348278625445,-8.832993293053043,0,0.8
758,24,14,-9.046348278625445,-8.832993293053043,0,0.8
759,24,15,-8.046348278625445,-8.832993293053043,0,0.8
760,24,16,-7.0463482786254446,-8.832993293053043,0,0.8
761,24,17,-6.0463482786254446,-8.832993293053043,0,0.8
762,24,18,-5.0463482786254446,-8.832993293053043,0,0.8
763,24,19,-4.0463482786254446,-8.832993293053043,1,0.2
764,24,20,-3.046348278625445,-8.832993293053043,1,0.2
765,24,21,-2.046348278625445,-8.832993293053043,1,0.2
