id,x,z
181,-16.189205421482583,-23.26156472162447
182,-14.046348278625443,-23.118707578767328
183,-11.617776850054016,-22.975850435910186
184,-8.9034911357683,-22.832993293053043
185,-6.0463482786254446,-22.832993293053043
186,-5.046348278625445,-22.832993293053043
187,-4.0463482786254446,-22.832993293053043
188,-3.0463482786254446,-22.832993293053043
189,-1.6177768500540162,-22.832993293053043
190,-0.18920542148258768,-22.832993293053043
191,1.2393660070888408,-22.832993293053043
192,2.66793743566027,-22.832993293053043
193,3.9536517213745546,-22.690136150195897
194,4.9536517213745554,-22.54727900733875
195,5.667937435660269,-22.404421864481613
196,5.667937435660269,-22.261564721624467
197,4.810794578517413,-22.118707578767328
198,3.6679374356602694,-21.975850435910182
199,2.2393660070888406,-21.832993293053043
200,0.6679374356602692,-21.832993293053043
201,-0.903491135768302,-21.832993293053043
202,-2.4749197071968734,-21.832993293053043
203,-4.0463482786254446,-21.832993293053043
204,-5.0463482786254446,-21.832993293053043
205,-6.0463482786254446,-21.832993293053043
206,-8.9034911357683,-21.832993293053043
207,-11.617776850054014,-21.690136150195897
208,-12.33206256433973,-21.547279007338755
209,-12.760633992911158,-21.404421864481613
210,-12.9034911357683,-21.26156472162447
211,-12.760633992911158,-21.118707578767328
212,-12.33206256433973,-20.975850435910186
213,-9.760633992911158,-20.83299329305304
214,-7.0463482786254446,-20.83299329305304
215,-6.0463482786254446,-20.83299329305304
216,-5.046348278625445,-20.83299329305304
217,-4.0463482786254446,-20.83299329305304
218,-2.617776850054016,-20.83299329305304
219,-1.1892054214825878,-20.83299329305304
220,0.23936600708884093,-20.83299329305304
221,1.6679374356602694,-20.83299329305304
222,3.096508864231698,-20.83299329305304
223,4.382223149945983,-20.690136150195897
224,5.382223149945983,-20.547279007338755
225,5.667937435660269,-20.404421864481613
226,5.667937435660269,-20.261564721624467
227,5.382223149945984,-20.118707578767324
228,4.382223149945984,-19.975850435910182
229,3.096508864231698,-19.83299329305304
230,1.667937435660269,-19.83299329305304
231,0.23936600708884082,-19.83299329305304
232,-1.1892054214825876,-19.83299329305304
233,-2.617776850054016,-19.83299329305304
234,-4.0463482786254446,-19.83299329305304
235,-5.0463482786254446,-19.83299329305304
236,-6.0463482786254446,-19.83299329305304
237,-7.046348278625444,-19.83299329305304
238,-8.046348278625445,-19.83299329305304
239,-9.046348278625445,-19.83299329305304
240,-10.046348278625445,-19.83299329305304
241,-11.046348278625443,-19.83299329305304
242,-13.046348278625443,-19.83299329305304
243,-15.046348278625443,-19.83299329305304
244,-16.903491135768302,-19.690136150195897
245,-18.474919707196868,-19.547279007338755
246,-18.9034911357683,-19.404421864481613
247,-19.04634827862544,-19.26156472162447
248,-18.9034911357683,-19.118707578767328
249,-17.47491970719687,-18.975850435910186
250,-15.760633992911156,-18.832993293053043
251,-13.903491135768302,-18.832993293053043
252,-12.046348278625445,-18.832993293053043
253,-11.046348278625443,-18.832993293053043
254,-10.046348278625445,-18.832993293053043
255,-9.046348278625445,-18.832993293053043
256,-8.046348278625445,-18.832993293053043
257,-7.0463482786254446,-18.832993293053043
258,-6.0463482786254446,-18.832993293053043
259,-5.046348278625445,-18.832993293053043
260,-3.617776850054016,-18.832993293053043
261,-2.1892054214825873,-18.832993293053043
262,-0.760633992911159,-18.832993293053043
263,0.6679374356602695,-18.832993293053043
264,2.096508864231698,-18.832993293053043
265,3.5250802928031266,-18.832993293053043
266,4.810794578517412,-18.6901361501959
267,5.382223149945983,-18.54727900733876
268,5.667937435660269,-18.404421864481613
269,5.667937435660269,-18.261564721624474
270,5.382223149945984,-18.118707578767328
271,4.810794578517412,-17.975850435910186
272,3.5250802928031266,-17.832993293053043
273,2.096508864231698,-17.832993293053043
274,0.6679374356602694,-17.832993293053043
275,-0.760633992911159,-17.832993293053043
276,-2.1892054214825873,-17.832993293053043
277,-3.6177768500540157,-17.832993293053043
278,-5.0463482786254446,-17.832993293053043
279,-6.0463482786254446,-17.832993293053043
280,-7.046348278625444,-17.832993293053043
281,-8.046348278625445,-17.832993293053043
282,-9.046348278625445,-17.832993293053043
283,-10.046348278625445,-17.832993293053043
284,-11.046348278625443,-17.832993293053043
285,-12.046348278625443,-17.832993293053043
286,-13.046348278625443,-17.832993293053043
287,-14.760633992911158,-17.832993293053043
288,-16.47491970719687,-17.832993293053043
289,-18.04634827862544,-17.6901361501959
290,-19.33206256433973,-17.54727900733876
291,-20.332062564339726,-17.404421864481616
292,-20.617776850054014,-17.261564721624474
293,-20.617776850054014,-17.11870757876733
294,-19.617776850054014,-16.97585043591019
295,-18.332062564339726,-16.832993293053043
296,-16.903491135768302,-16.832993293053043
297,-15.474919707196872,-16.832993293053043
298,-14.046348278625445,-16.832993293053043
299,-13.046348278625445,-16.832993293053043
300,-12.046348278625445,-16.832993293053043
301,-11.046348278625443,-16.832993293053043
302,-10.046348278625445,-16.832993293053043
303,-9.046348278625445,-16.832993293053043
304,-8.046348278625445,-16.832993293053043
305,-7.0463482786254446,-16.832993293053043
306,-6.0463482786254446,-16.832993293053043
307,-4.474919707196874,-16.832993293053043
308,-2.9034911357683018,-16.832993293053043
309,-1.3320625643397301,-16.832993293053043
310,0.23936600708884115,-16.832993293053043
311,1.8107945785174124,-16.832993293053043
312,3.3822231499459834,-16.832993293053043
313,4.810794578517412,-16.6901361501959
314,5.382223149945983,-16.54727900733876
315,5.667937435660269,-16.404421864481613
316,5.667937435660269,-16.26156472162447
317,5.382223149945984,-16.118707578767328
318,4.810794578517412,-15.975850435910182
319,3.9536517213745554,-15.83299329305304
320,2.5250802928031266,-15.83299329305304
321,1.0965088642316982,-15.83299329305304
322,-0.33206256433973036,-15.83299329305304
323,-1.7606339929111587,-15.83299329305304
324,-3.189205421482588,-15.83299329305304
325,-4.617776850054016,-15.83299329305304
326,-6.0463482786254446,-15.83299329305304
327,-7.046348278625444,-15.83299329305304
328,-8.046348278625445,-15.83299329305304
329,-9.046348278625445,-15.83299329305304
330,-10.046348278625445,-15.83299329305304
331,-11.046348278625443,-15.83299329305304
332,-12.046348278625443,-15.83299329305304
333,-13.046348278625443,-15.83299329305304
334,-14.046348278625445,-15.83299329305304
335,-15.474919707196873,-15.83299329305304
336,-16.9034911357683,-15.83299329305304
337,-18.33206256433973,-15.83299329305304
338,-19.617776850054018,-15.690136150195897
339,-20.617776850054014,-15.547279007338755
340,-21.332062564339726,-15.404421864481613
341,-21.33206256433973,-15.26156472162447
342,-20.617776850054014,-15.118707578767326
343,-19.617776850054014,-14.975850435910184
344,-18.332062564339726,-14.832993293053041
345,-16.903491135768302,-14.832993293053041
346,-15.474919707196872,-14.832993293053041
347,-14.046348278625445,-14.832993293053041
348,-13.046348278625445,-14.832993293053041
349,-12.046348278625445,-14.832993293053041
350,-11.046348278625443,-14.832993293053041
351,-10.046348278625445,-14.832993293053041
352,-9.046348278625445,-14.832993293053041
353,-8.046348278625445,-14.832993293053041
354,-7.0463482786254446,-14.832993293053041
355,-6.0463482786254446,-14.832993293053041
356,-4.617776850054017,-14.832993293053041
357,-3.1892054214825873,-14.832993293053041
358,-1.7606339929111585,-14.832993293053041
359,-0.33206256433973036,-14.832993293053041
360,1.0965088642316982,-14.832993293053041
361,2.5250802928031266,-14.832993293053041
362,3.9536517213745554,-14.832993293053041
363,4.810794578517412,-14.6901361501959
364,5.382223149945983,-14.547279007338757
365,5.667937435660269,-14.404421864481614
366,5.667937435660269,-14.261564721624472
367,5.382223149945984,-14.11870757876733
368,4.810794578517412,-13.975850435910187
369,3.9536517213745554,-13.832993293053043
370,2.9536517213745554,-13.832993293053043
371,1.525080292803127,-13.832993293053043
372,0.09650886423169824,-13.832993293053043
373,-1.3320625643397301,-13.832993293053043
374,-2.760633992911159,-13.832993293053043
375,-4.189205421482587,-13.832993293053043
376,-5.617776850054016,-13.832993293053043
377,-7.046348278625444,-13.832993293053043
378,-8.046348278625445,-13.832993293053043
379,-9.046348278625445,-13.832993293053043
380,-10.046348278625445,-13.832993293053043
381,-11.046348278625443,-13.832993293053043
382,-12.046348278625443,-13.832993293053043
383,-13.046348278625443,-13.832993293053043
384,-14.046348278625445,-13.832993293053043
385,-15.046348278625445,-13.832993293053043
386,-16.046348278625445,-13.832993293053043
387,-17.046348278625445,-13.832993293053043
388,-18.04634827862544,-13.832993293053043
389,-19.046348278625445,-13.832993293053043
390,-20.046348278625445,-13.832993293053043
391,-20.903491135768302,-13.690136150195901
392,-21.474919707196875,-13.547279007338755
393,-21.760633992911156,-13.404421864481613
394,-21.760633992911156,-13.26156472162447
395,-21.47491970719687,-13.118707578767328
396,-20.903491135768302,-12.975850435910186
397,-20.046348278625445,-12.83299329305304
398,-19.046348278625445,-12.83299329305304
399,-18.046348278625445,-12.83299329305304
400,-17.046348278625445,-12.83299329305304
401,-16.046348278625445,-12.83299329305304
402,-15.046348278625445,-12.83299329305304
403,-14.046348278625445,-12.83299329305304
404,-13.046348278625445,-12.83299329305304
405,-12.046348278625445,-12.83299329305304
406,-11.046348278625443,-12.83299329305304
407,-10.046348278625445,-12.83299329305304
408,-9.046348278625445,-12.83299329305304
409,-8.046348278625445,-12.83299329305304
410,-7.0463482786254446,-12.83299329305304
411,-5.617776850054016,-12.83299329305304
412,-4.189205421482588,-12.83299329305304
413,-2.7606339929111585,-12.83299329305304
414,-1.3320625643397297,-12.83299329305304
415,0.09650886423169824,-12.83299329305304
416,1.5250802928031266,-12.83299329305304
417,2.953651721374555,-12.83299329305304
418,3.9536517213745554,-12.83299329305304
419,4.810794578517412,-12.690136150195897
420,5.382223149945983,-12.547279007338755
421,5.667937435660269,-12.404421864481613
422,5.667937435660269,-12.26156472162447
423,5.382223149945984,-12.118707578767326
424,4.810794578517412,-11.975850435910184
425,3.9536517213745554,-11.832993293053041
426,2.9536517213745554,-11.832993293053041
427,1.3822231499459843,-11.832993293053041
428,-0.18920542148258745,-11.832993293053041
429,-1.7606339929111587,-11.832993293053041
430,-3.33206256433973,-11.832993293053041
431,-4.903491135768301,-11.832993293053041
432,-6.4749197071968725,-11.832993293053041
433,-8.046348278625445,-11.832993293053041
434,-9.046348278625445,-11.832993293053041
435,-10.046348278625445,-11.832993293053041
436,-11.046348278625443,-11.832993293053041
437,-12.046348278625443,-11.832993293053041
438,-13.046348278625443,-11.832993293053041
439,-14.046348278625445,-11.832993293053041
440,-15.046348278625445,-11.832993293053041
441,-16.046348278625445,-11.832993293053041
442,-17.046348278625445,-11.832993293053041
443,-18.04634827862544,-11.832993293053041
444,-19.046348278625445,-11.832993293053041
445,-20.046348278625445,-11.832993293053041
446,-20.903491135768302,-11.6901361501959
447,-21.474919707196875,-11.547279007338757
448,-21.760633992911156,-11.404421864481614
449,-21.760633992911156,-11.261564721624472
450,-21.47491970719687,-11.118707578767328
451,-20.903491135768302,-10.975850435910186
452,-20.046348278625445,-10.832993293053043
453,-19.046348278625445,-10.832993293053043
454,-18.046348278625445,-10.832993293053043
455,-17.046348278625445,-10.832993293053043
456,-16.046348278625445,-10.832993293053043
457,-15.046348278625445,-10.832993293053043
458,-14.046348278625445,-10.832993293053043
459,-13.046348278625445,-10.832993293053043
460,-12.046348278625445,-10.832993293053043
461,-11.046348278625443,-10.832993293053043
462,-10.046348278625445,-10.832993293053043
463,-9.046348278625445,-10.832993293053043
464,-8.046348278625445,-10.832993293053043
465,-6.617776850054016,-10.832993293053043
466,-5.189205421482587,-10.832993293053043
467,-3.7606339929111585,-10.832993293053043
468,-2.33206256433973,-10.832993293053043
469,-0.9034911357683015,-10.832993293053043
470,0.5250802928031268,-10.832993293053043
471,1.9536517213745554,-10.832993293053043
472,2.953651721374555,-10.832993293053043
473,3.9536517213745554,-10.832993293053043
474,4.810794578517412,-10.690136150195901
475,5.382223149945983,-10.547279007338759
476,5.667937435660269,-10.404421864481614
477,5.667937435660269,-10.261564721624472
478,5.382223149945984,-10.118707578767328
479,4.810794578517412,-9.975850435910186
480,3.9536517213745554,-9.832993293053043
481,2.9536517213745554,-9.832993293053043
482,1.3822231499459843,-9.832993293053043
483,-0.18920542148258745,-9.832993293053043
484,-1.7606339929111587,-9.832993293053043
485,-3.33206256433973,-9.832993293053043
486,-4.903491135768301,-9.832993293053043
487,-6.4749197071968725,-9.832993293053043
488,-8.046348278625445,-9.832993293053043
489,-9.046348278625445,-9.832993293053043
490,-10.046348278625445,-9.832993293053043
491,-11.046348278625443,-9.832993293053043
492,-12.046348278625443,-9.832993293053043
493,-13.046348278625443,-9.832993293053043
494,-14.046348278625445,-9.832993293053043
495,-15.046348278625445,-9.832993293053043
496,-16.046348278625445,-9.832993293053043
497,-17.046348278625445,-9.832993293053043
498,-18.04634827862544,-9.832993293053043
499,-19.046348278625445,-9.832993293053043
500,-20.046348278625445,-9.832993293053043
501,-20.903491135768302,-9.6901361501959
502,-21.474919707196875,-9.547279007338755
503,-21.760633992911156,-9.404421864481613
504,-21.760633992911156,-9.261564721624472
505,-21.47491970719687,-9.118707578767328
506,-20.903491135768302,-8.975850435910186
507,-20.046348278625445,-8.832993293053043
508,-19.046348278625445,-8.832993293053043
509,-18.046348278625445,-8.832993293053043
510,-17.046348278625445,-8.832993293053043
511,-16.046348278625445,-8.832993293053043
512,-15.046348278625445,-8.832993293053043
513,-14.046348278625445,-8.832993293053043
514,-13.046348278625445,-8.832993293053043
515,-12.046348278625445,-8.832993293053043
516,-11.046348278625443,-8.832993293053043
517,-10.046348278625445,-8.832993293053043
518,-9.046348278625445,-8.832993293053043
519,-8.046348278625445,-8.832993293053043
520,-6.617776850054016,-8.832993293053043
521,-5.189205421482587,-8.832993293053043
522,-3.7606339929111585,-8.832993293053043
523,-2.33206256433973,-8.832993293053043
524,-0.9034911357683015,-8.832993293053043
525,0.5250802928031268,-8.832993293053043
526,1.9536517213745554,-8.832993293053043
527,2.953651721374555,-8.832993293053043
528,3.9536517213745554,-8.832993293053043
529,4.810794578517412,-8.690136150195901
530,5.382223149945983,-8.547279007338757
531,5.667937435660269,-8.404421864481614
532,5.667937435660269,-8.26156472162447
533,5.382223149945984,-8.118707578767328
534,4.810794578517412,-7.975850435910185
535,3.9536517213745554,-7.832993293053042
536,2.9536517213745554,-7.832993293053042
537,1.3822231499459843,-7.832993293053042
538,-0.18920542148258745,-7.832993293053042
539,-1.7606339929111587,-7.832993293053042
540,-3.33206256433973,-7.832993293053042
541,-4.903491135768301,-7.832993293053042
542,-6.4749197071968725,-7.832993293053042
543,-8.046348278625445,-7.832993293053042
544,-9.046348278625445,-7.832993293053042
545,-10.046348278625445,-7.832993293053042
546,-11.046348278625443,-7.832993293053042
547,-12.046348278625443,-7.832993293053042
548,-13.046348278625443,-7.832993293053042
549,-14.046348278625445,-7.832993293053042
550,-15.046348278625445,-7.832993293053042
551,-16.046348278625445,-7.832993293053042
552,-17.046348278625445,-7.832993293053042
553,-18.04634827862544,-7.832993293053042
554,-19.046348278625445,-7.832993293053042
555,-20.046348278625445,-7.832993293053042
556,-20.903491135768302,-7.6901361501959
557,-21.474919707196875,-7.547279007338758
558,-21.760633992911156,-7.404421864481615
559,-21.760633992911156,-7.261564721624473
560,-21.47491970719687,-7.11870757876733
561,-20.903491135768302,-6.9758504359101865
562,-20.046348278625445,-6.832993293053043
563,-19.046348278625445,-6.832993293053043
564,-18.046348278625445,-6.832993293053043
565,-17.046348278625445,-6.832993293053043
566,-16.046348278625445,-6.832993293053043
567,-15.046348278625445,-6.832993293053043
568,-14.046348278625445,-6.832993293053043
569,-13.046348278625445,-6.832993293053043
570,-12.046348278625445,-6.832993293053043
571,-11.046348278625443,-6.832993293053043
572,-10.046348278625445,-6.832993293053043
573,-9.046348278625445,-6.832993293053043
574,-7.33206256433973,-6.832993293053043
575,-5.617776850054016,-6.832993293053043
576,-3.9034911357683018,-6.832993293053043
577,-2.189205421482587,-6.832993293053043
578,-0.4749197071968734,-6.832993293053043
579,1.239366007088841,-6.832993293053043
580,2.953651721374555,-6.832993293053043
581,3.9536517213745554,-6.832993293053043
582,4.810794578517412,-6.6901361501959
583,5.382223149945983,-6.547279007338757
584,5.667937435660269,-6.404421864481614
585,5.667937435660269,-6.261564721624471
586,5.382223149945984,-6.118707578767329
587,4.810794578517412,-5.975850435910186
588,3.9536517213745554,-5.832993293053043
589,2.9536517213745554,-5.832993293053043
590,1.2393660070888415,-5.832993293053043
591,-0.47491970719687326,-5.832993293053043
592,-2.1892054214825873,-5.832993293053043
593,-3.9034911357683013,-5.832993293053043
594,-5.617776850054016,-5.832993293053043
595,-7.33206256433973,-5.832993293053043
596,-9.046348278625445,-5.832993293053043
597,-10.046348278625445,-5.832993293053043
598,-11.046348278625443,-5.832993293053043
599,-12.046348278625443,-5.832993293053043
600,-13.046348278625443,-5.832993293053043
601,-14.046348278625445,-5.832993293053043
602,-15.046348278625445,-5.832993293053043
603,-16.046348278625445,-5.832993293053043
604,-17.046348278625445,-5.832993293053043
605,-18.04634827862544,-5.832993293053043
606,-19.046348278625445,-5.832993293053043
607,-20.046348278625445,-5.832993293053043
608,-20.903491135768302,-5.690136150195901
609,-21.474919707196875,-5.547279007338757
610,-21.760633992911156,-5.404421864481614
611,-21.760633992911156,-5.261564721624472
612,-21.47491970719687,-5.118707578767328
613,-20.903491135768302,-4.975850435910186
614,-20.046348278625445,-4.832993293053043
615,-19.046348278625445,-4.832993293053043
616,-18.046348278625445,-4.832993293053043
617,-17.046348278625445,-4.832993293053043
618,-16.046348278625445,-4.832993293053043
619,-15.046348278625445,-4.832993293053043
620,-14.046348278625445,-4.832993293053043
621,-13.046348278625445,-4.832993293053043
622,-12.046348278625445,-4.832993293053043
623,-11.046348278625443,-4.832993293053043
624,-10.046348278625445,-4.832993293053043
625,-9.046348278625445,-4.832993293053043
626,-7.33206256433973,-4.832993293053043
627,-5.617776850054016,-4.832993293053043
628,-3.9034911357683018,-4.832993293053043
629,-2.189205421482587,-4.832993293053043
630,-0.4749197071968734,-4.832993293053043
631,1.239366007088841,-4.832993293053043
632,2.953651721374555,-4.832993293053043
633,3.9536517213745554,-4.832993293053043
634,4.810794578517412,-4.6901361501959
635,5.382223149945983,-4.547279007338757
636,5.667937435660269,-4.404421864481614
637,5.667937435660269,-4.261564721624472
638,5.382223149945984,-4.118707578767329
639,4.810794578517412,-3.975850435910186
640,3.9536517213745554,-3.8329932930530433
641,2.9536517213745554,-3.8329932930530433
642,1.3822231499459843,-3.8329932930530433
643,-0.18920542148258745,-3.8329932930530433
644,-1.7606339929111587,-3.8329932930530433
645,-3.33206256433973,-3.8329932930530433
646,-4.903491135768301,-3.8329932930530433
647,-6.4749197071968725,-3.8329932930530433
648,-8.046348278625445,-3.8329932930530433
649,-9.046348278625445,-3.8329932930530433
650,-10.046348278625445,-3.8329932930530433
651,-11.046348278625443,-3.8329932930530433
652,-12.046348278625443,-3.8329932930530433
653,-13.046348278625443,-3.8329932930530433
654,-14.046348278625445,-3.8329932930530433
655,-15.046348278625445,-3.8329932930530433
656,-16.046348278625445,-3.8329932930530433
657,-17.046348278625445,-3.8329932930530433
658,-18.04634827862544,-3.8329932930530433
659,-19.046348278625445,-3.8329932930530433
660,-20.046348278625445,-3.8329932930530433
661,-20.903491135768302,-3.6901361501959005
662,-21.474919707196875,-3.5472790073387577
663,-21.760633992911156,-3.404421864481615
664,-21.760633992911156,-3.261564721624472
665,-21.47491970719687,-3.1187075787673293
666,-20.903491135768302,-2.9758504359101865
667,-20.046348278625445,-2.8329932930530437
668,-19.046348278625445,-2.8329932930530437
669,-18.046348278625445,-2.8329932930530437
670,-17.046348278625445,-2.8329932930530437
671,-16.046348278625445,-2.8329932930530437
672,-15.046348278625445,-2.8329932930530437
673,-14.046348278625445,-2.8329932930530437
674,-13.046348278625445,-2.8329932930530437
675,-12.046348278625445,-2.8329932930530437
676,-11.046348278625443,-2.8329932930530437
677,-10.046348278625445,-2.8329932930530437
678,-9.046348278625445,-2.8329932930530437
679,-8.046348278625445,-2.8329932930530437
680,-6.474919707196873,-2.8329932930530437
681,-4.903491135768301,-2.8329932930530437
682,-3.3320625643397297,-2.8329932930530437
683,-1.7606339929111585,-2.8329932930530437
684,-0.18920542148258734,-2.8329932930530437
685,1.3822231499459838,-2.8329932930530437
686,2.953651721374555,-2.8329932930530437
687,3.9536517213745554,-2.8329932930530437
688,4.810794578517412,-2.690136150195901
689,5.382223149945983,-2.547279007338758
690,5.667937435660269,-2.4044218644816153
691,5.667937435660269,-2.2615647216244725
692,5.382223149945984,-2.1187075787673297
693,4.810794578517412,-1.975850435910187
694,3.9536517213745554,-1.832993293053044
695,2.239366007088841,-1.832993293053044
696,0.525080292803127,-1.832993293053044
