goal_row,goal_col,goal_x,goal_y,information_gain,distance,score,cluster_x,cluster_y
3,7,7.125925925925927,2.518518518518519,69.7760341791223,7.615773105863909,9.16083927003208,10.125925925925927,2.5185185185185186
