y,x,IG,I_local,R_local,score_IG_I_R,option_entropy_norm,w_opt,picked_score
6,4,0.5359999999999999,0.264314283982684,0.857142857144898,0.2531200013863017,0.9999692788254058,0.0,0.2531200013863017
6,4,0.5359999999999999,0.264314283982684,0.857142857144898,0.2531200013863017,0.9999692788254058,0.1,0.3531169292688423
6,4,0.5359999999999999,0.264314283982684,0.857142857144898,0.2531200013863017,0.9999692788254058,0.25,0.5031123210926531
6,4,0.5359999999999999,0.264314283982684,0.857142857144898,0.2531200013863017,0.9999692788254058,0.5,0.7531046407990045
6,4,0.5359999999999999,0.264314283982684,0.857142857144898,0.2531200013863017,0.9999692788254058,0.75,1.0030969605053561
6,4,0.5359999999999999,0.264314283982684,0.857142857144898,0.2531200013863017,0.9999692788254058,1.0,1.2530892802117075
